GEOID,NAME,Intent,Period,Count,Rate,Data_As_Of,TTM_Date_Range
37,North Carolina,FA_Homicide,2019,541,5.2,04/04/2025,
37,North Carolina,FA_Homicide,2020,744,7.1,04/04/2025,
37,North Carolina,FA_Homicide,2021,850,8,04/04/2025,
37,North Carolina,FA_Homicide,2022,781,7.3,04/04/2025,
37,North Carolina,FA_Homicide,2023,727,6.7,04/04/2025,
39,Ohio,All_Suicide,2021,1766,15,04/04/2025,
37,North Carolina,FA_Homicide,TTM,661,6.1,04/04/2025,"December, 2023 to November, 2024"
37,North Carolina,FA_Suicide,2019,781,7.4,04/04/2025,
37,North Carolina,FA_Suicide,2020,879,8.4,04/04/2025,
37,North Carolina,FA_Suicide,2021,916,8.699999999999999,04/04/2025,
37,North Carolina,FA_Suicide,2022,992,9.300000000000001,04/04/2025,
37,North Carolina,FA_Suicide,2023,1000,9.199999999999999,04/04/2025,
37,North Carolina,FA_Suicide,TTM,1032,9.5,04/04/2025,"December, 2023 to November, 2024"
38,North Dakota,All_Homicide,2019,21,2.8,04/04/2025,
38,North Dakota,All_Homicide,2020,30,3.8,04/04/2025,
38,North Dakota,All_Homicide,2021,24,3.1,04/04/2025,
38,North Dakota,All_Homicide,2022,28,3.6,04/04/2025,
38,North Dakota,All_Homicide,2023,24,3.1,04/04/2025,
38,North Dakota,All_Homicide,TTM,19,2.4,04/04/2025,"December, 2023 to November, 2024"
38,North Dakota,All_Suicide,2019,136,17.8,04/04/2025,
38,North Dakota,All_Suicide,2020,135,17.3,04/04/2025,
38,North Dakota,All_Suicide,2021,156,20.1,04/04/2025,
38,North Dakota,All_Suicide,2022,169,21.7,04/04/2025,
38,North Dakota,All_Suicide,2023,142,18.1,04/04/2025,
38,North Dakota,All_Suicide,TTM,147,18.8,04/04/2025,"December, 2023 to November, 2024"
38,North Dakota,Drug_OD,2019,73,9.6,04/04/2025,
38,North Dakota,Drug_OD,2020,107,13.7,04/04/2025,
38,North Dakota,Drug_OD,2021,116,14.9,04/04/2025,
38,North Dakota,Drug_OD,2022,132,16.9,04/04/2025,
38,North Dakota,Drug_OD,2023,111,14.2,04/04/2025,
38,North Dakota,Drug_OD,TTM,99,12.6,04/04/2025,"October, 2023 to September, 2024"
38,North Dakota,FA_Deaths,2019,93,12.2,04/04/2025,
38,North Dakota,FA_Deaths,2020,100,12.8,04/04/2025,
38,North Dakota,FA_Deaths,2021,128,16.5,04/04/2025,
38,North Dakota,FA_Deaths,2022,125,16,04/04/2025,
38,North Dakota,FA_Deaths,2023,103,13.1,04/04/2025,
38,North Dakota,FA_Deaths,TTM,98,12.5,04/04/2025,"December, 2023 to November, 2024"
38,North Dakota,FA_Homicide,2019,10,1.3,04/04/2025,
38,North Dakota,FA_Homicide,2020,17,2.2,04/04/2025,
38,North Dakota,FA_Homicide,2021,20,2.6,04/04/2025,
38,North Dakota,FA_Homicide,2022,17,2.2,04/04/2025,
38,North Dakota,FA_Homicide,2023,17,2.2,04/04/2025,
38,North Dakota,FA_Homicide,TTM,11,1.4,04/04/2025,"December, 2023 to November, 2024"
38,North Dakota,FA_Suicide,2019,79,10.4,04/04/2025,
38,North Dakota,FA_Suicide,2020,77,9.9,04/04/2025,
38,North Dakota,FA_Suicide,2021,102,13.1,04/04/2025,
38,North Dakota,FA_Suicide,2022,104,13.4,04/04/2025,
38,North Dakota,FA_Suicide,2023,85,10.8,04/04/2025,
38,North Dakota,FA_Suicide,TTM,84,10.7,04/04/2025,"December, 2023 to November, 2024"
39,Ohio,All_Homicide,2019,724,6.2,04/04/2025,
39,Ohio,All_Homicide,2020,1004,8.5,04/04/2025,
39,Ohio,All_Homicide,2021,1020,8.699999999999999,04/04/2025,
39,Ohio,All_Homicide,2022,929,7.9,04/04/2025,
39,Ohio,All_Homicide,2023,869,7.4,04/04/2025,
39,Ohio,All_Homicide,TTM,734,6.2,04/04/2025,"December, 2023 to November, 2024"
39,Ohio,All_Suicide,2019,1806,15.5,04/04/2025,
39,Ohio,All_Suicide,2020,1644,13.9,04/04/2025,
39,Ohio,All_Suicide,2022,1798,15.3,04/04/2025,
39,Ohio,All_Suicide,2023,1792,15.2,04/04/2025,
39,Ohio,All_Suicide,TTM,1834,15.6,04/04/2025,"December, 2023 to November, 2024"
39,Ohio,Drug_OD,2019,4080,34.9,04/04/2025,
39,Ohio,Drug_OD,2020,5068,43,04/04/2025,
39,Ohio,Drug_OD,2021,5229,44.4,04/04/2025,
39,Ohio,Drug_OD,2022,4980,42.3,04/04/2025,
39,Ohio,Drug_OD,2023,4557,38.7,04/04/2025,
39,Ohio,Drug_OD,TTM,3348,28.4,04/04/2025,"October, 2023 to September, 2024"
39,Ohio,FA_Deaths,2019,1578,13.5,04/04/2025,
39,Ohio,FA_Deaths,2020,1764,15,04/04/2025,
39,Ohio,FA_Deaths,2021,1911,16.2,04/04/2025,
39,Ohio,FA_Deaths,2022,1831,15.6,04/04/2025,
39,Ohio,FA_Deaths,2023,1768,15,04/04/2025,
39,Ohio,FA_Deaths,TTM,1743,14.8,04/04/2025,"December, 2023 to November, 2024"
39,Ohio,FA_Homicide,2019,565,4.8,04/04/2025,
39,Ohio,FA_Homicide,2020,824,7,04/04/2025,
39,Ohio,FA_Homicide,2021,872,7.4,04/04/2025,
39,Ohio,FA_Homicide,2022,738,6.3,04/04/2025,
39,Ohio,FA_Homicide,2023,690,5.9,04/04/2025,
39,Ohio,FA_Homicide,TTM,569,4.8,04/04/2025,"December, 2023 to November, 2024"
39,Ohio,FA_Suicide,2019,980,8.4,04/04/2025,
39,Ohio,FA_Suicide,2020,903,7.7,04/04/2025,
39,Ohio,FA_Suicide,2021,991,8.4,04/04/2025,
39,Ohio,FA_Suicide,2022,1046,8.9,04/04/2025,
39,Ohio,FA_Suicide,2023,1039,8.800000000000001,04/04/2025,
39,Ohio,FA_Suicide,TTM,1121,9.5,04/04/2025,"December, 2023 to November, 2024"
40,Oklahoma,All_Homicide,2019,333,8.4,04/04/2025,
40,Oklahoma,All_Homicide,2020,342,8.6,04/04/2025,
40,Oklahoma,All_Homicide,2021,342,8.6,04/04/2025,
40,Oklahoma,All_Homicide,2022,317,7.9,04/04/2025,
40,Oklahoma,All_Homicide,2023,293,7.2,04/04/2025,
40,Oklahoma,All_Homicide,TTM,268,6.6,04/04/2025,"December, 2023 to November, 2024"
40,Oklahoma,All_Suicide,2019,816,20.6,04/04/2025,
40,Oklahoma,All_Suicide,2020,869,21.9,04/04/2025,
40,Oklahoma,All_Suicide,2021,877,22,04/04/2025,
40,Oklahoma,All_Suicide,2022,857,21.3,04/04/2025,
40,Oklahoma,All_Suicide,2023,893,22,04/04/2025,
40,Oklahoma,All_Suicide,TTM,841,20.7,04/04/2025,"December, 2023 to November, 2024"
40,Oklahoma,Drug_OD,2020,711,17.9,04/04/2025,
40,Oklahoma,Drug_OD,2021,897,22.5,04/04/2025,
40,Oklahoma,Drug_OD,2022,1158,28.8,04/04/2025,
40,Oklahoma,Drug_OD,2023,1215,30,04/04/2025,
40,Oklahoma,Drug_OD,TTM,1010,24.9,04/04/2025,"October, 2023 to September, 2024"
40,Oklahoma,FA_Deaths,2019,737,18.6,04/04/2025,
40,Oklahoma,FA_Deaths,2020,826,20.8,04/04/2025,
40,Oklahoma,FA_Deaths,2021,836,20.9,04/04/2025,
40,Oklahoma,FA_Deaths,2022,797,19.8,04/04/2025,
40,Oklahoma,FA_Deaths,2023,814,20.1,04/04/2025,
40,Oklahoma,FA_Deaths,TTM,771,19,04/04/2025,"December, 2023 to November, 2024"
40,Oklahoma,FA_Homicide,2019,246,6.2,04/04/2025,
40,Oklahoma,FA_Homicide,2020,269,6.8,04/04/2025,
40,Oklahoma,FA_Homicide,2021,257,6.4,04/04/2025,
40,Oklahoma,FA_Homicide,2022,240,6,04/04/2025,
40,Oklahoma,FA_Homicide,2023,221,5.5,04/04/2025,
40,Oklahoma,FA_Homicide,TTM,199,4.9,04/04/2025,"December, 2023 to November, 2024"
40,Oklahoma,FA_Suicide,2019,473,12,04/04/2025,
40,Oklahoma,FA_Suicide,2020,538,13.6,04/04/2025,
40,Oklahoma,FA_Suicide,2021,551,13.8,04/04/2025,
40,Oklahoma,FA_Suicide,2022,539,13.4,04/04/2025,
40,Oklahoma,FA_Suicide,2023,573,14.1,04/04/2025,
40,Oklahoma,FA_Suicide,TTM,543,13.4,04/04/2025,"December, 2023 to November, 2024"
41,Oregon,All_Homicide,2019,126,3,04/04/2025,
41,Oregon,All_Homicide,2020,157,3.7,04/04/2025,
41,Oregon,All_Homicide,2021,204,4.8,04/04/2025,
41,Oregon,All_Homicide,2022,212,5,04/04/2025,
41,Oregon,All_Homicide,2023,188,4.4,04/04/2025,
41,Oregon,All_Homicide,TTM,178,4.2,04/04/2025,"December, 2023 to November, 2024"
41,Oregon,All_Suicide,2019,906,21.5,04/04/2025,
41,Oregon,All_Suicide,2020,833,19.6,04/04/2025,
41,Oregon,All_Suicide,2021,889,20.9,04/04/2025,
41,Oregon,All_Suicide,2022,883,20.8,04/04/2025,
41,Oregon,All_Suicide,2023,888,21,04/04/2025,
41,Oregon,All_Suicide,TTM,929,21.9,04/04/2025,"December, 2023 to November, 2024"
41,Oregon,Drug_OD,2019,515,12.2,04/04/2025,
41,Oregon,Drug_OD,2020,718,16.9,04/04/2025,
41,Oregon,Drug_OD,2021,1087,25.5,04/04/2025,
41,Oregon,Drug_OD,2022,1247,29.4,04/04/2025,
41,Oregon,Drug_OD,2023,1674,39.5,04/04/2025,
41,Oregon,Drug_OD,TTM,1476,34.9,04/04/2025,"October, 2023 to September, 2024"
41,Oregon,FA_Deaths,2019,566,13.4,04/04/2025,
41,Oregon,FA_Deaths,2020,592,13.9,04/04/2025,
41,Oregon,FA_Deaths,2021,670,15.7,04/04/2025,
41,Oregon,FA_Deaths,2022,655,15.5,04/04/2025,
41,Oregon,FA_Deaths,2023,642,15.2,04/04/2025,
41,Oregon,FA_Deaths,TTM,656,15.5,04/04/2025,"December, 2023 to November, 2024"
41,Oregon,FA_Homicide,2019,78,1.8,04/04/2025,
41,Oregon,FA_Homicide,2020,109,2.6,04/04/2025,
41,Oregon,FA_Homicide,2021,146,3.4,04/04/2025,
41,Oregon,FA_Homicide,2022,155,3.7,04/04/2025,
41,Oregon,FA_Homicide,2023,134,3.2,04/04/2025,
41,Oregon,FA_Homicide,TTM,124,2.9,04/04/2025,"December, 2023 to November, 2024"
41,Oregon,FA_Suicide,2019,466,11,04/04/2025,
41,Oregon,FA_Suicide,2020,454,10.7,04/04/2025,
41,Oregon,FA_Suicide,2021,505,11.9,04/04/2025,
41,Oregon,FA_Suicide,2022,477,11.3,04/04/2025,
41,Oregon,FA_Suicide,2023,489,11.6,04/04/2025,
41,Oregon,FA_Suicide,TTM,511,12.1,04/04/2025,"December, 2023 to November, 2024"
42,Pennsylvania,All_Homicide,2019,722,5.6,04/04/2025,
42,Pennsylvania,All_Homicide,2020,994,7.6,04/04/2025,
42,Pennsylvania,All_Homicide,2021,1101,8.5,04/04/2025,
42,Pennsylvania,All_Homicide,2022,1068,8.199999999999999,04/04/2025,
42,Pennsylvania,All_Homicide,2023,914,7.1,04/04/2025,
42,Pennsylvania,All_Homicide,TTM,686,5.3,04/04/2025,"December, 2023 to November, 2024"
42,Pennsylvania,All_Suicide,2019,1896,14.8,04/04/2025,
42,Pennsylvania,All_Suicide,2020,1694,13,04/04/2025,
42,Pennsylvania,All_Suicide,2021,1885,14.5,04/04/2025,
42,Pennsylvania,All_Suicide,2022,1955,15.1,04/04/2025,
42,Pennsylvania,All_Suicide,2023,1976,15.2,04/04/2025,
42,Pennsylvania,All_Suicide,TTM,1864,14.4,04/04/2025,"December, 2023 to November, 2024"
42,Pennsylvania,Drug_OD,2019,4162,32.5,04/04/2025,
42,Pennsylvania,Drug_OD,2020,4931,37.9,04/04/2025,
42,Pennsylvania,Drug_OD,2021,5182,39.8,04/04/2025,
42,Pennsylvania,Drug_OD,2022,4898,37.8,04/04/2025,
42,Pennsylvania,Drug_OD,2023,4479,34.6,04/04/2025,
42,Pennsylvania,Drug_OD,TTM,3441,26.5,04/04/2025,"October, 2023 to September, 2024"
42,Pennsylvania,FA_Deaths,2019,1541,12,04/04/2025,
42,Pennsylvania,FA_Deaths,2020,1752,13.5,04/04/2025,
42,Pennsylvania,FA_Deaths,2021,1905,14.6,04/04/2025,
42,Pennsylvania,FA_Deaths,2022,1941,15,04/04/2025,
42,Pennsylvania,FA_Deaths,2023,1807,13.9,04/04/2025,
42,Pennsylvania,FA_Deaths,TTM,1625,12.5,04/04/2025,"December, 2023 to November, 2024"
42,Pennsylvania,FA_Homicide,2019,548,4.3,04/04/2025,
42,Pennsylvania,FA_Homicide,2020,788,6.1,04/04/2025,
42,Pennsylvania,FA_Homicide,2021,861,6.6,04/04/2025,
42,Pennsylvania,FA_Homicide,2022,834,6.4,04/04/2025,
42,Pennsylvania,FA_Homicide,2023,693,5.3,04/04/2025,
42,Pennsylvania,FA_Homicide,TTM,498,3.8,04/04/2025,"December, 2023 to November, 2024"
42,Pennsylvania,FA_Suicide,2019,964,7.5,04/04/2025,
42,Pennsylvania,FA_Suicide,2020,919,7.1,04/04/2025,
42,Pennsylvania,FA_Suicide,2021,997,7.7,04/04/2025,
42,Pennsylvania,FA_Suicide,2022,1060,8.199999999999999,04/04/2025,
42,Pennsylvania,FA_Suicide,2023,1077,8.300000000000001,04/04/2025,
42,Pennsylvania,FA_Suicide,TTM,1084,8.4,04/04/2025,"December, 2023 to November, 2024"
44,Rhode Island,All_Homicide,2019,23,2.2,04/04/2025,
44,Rhode Island,All_Homicide,2020,29,2.6,04/04/2025,
44,Rhode Island,All_Homicide,2021,40,3.6,04/04/2025,
44,Rhode Island,All_Homicide,2022,22,2,04/04/2025,
44,Rhode Island,All_Homicide,2023,30,2.7,04/04/2025,
44,Rhode Island,All_Homicide,TTM,21,1.9,04/04/2025,"December, 2023 to November, 2024"
44,Rhode Island,All_Suicide,2019,123,11.6,04/04/2025,
44,Rhode Island,All_Suicide,2020,94,8.6,04/04/2025,
44,Rhode Island,All_Suicide,2021,117,10.7,04/04/2025,
44,Rhode Island,All_Suicide,2022,126,11.5,04/04/2025,
44,Rhode Island,All_Suicide,2023,112,10.2,04/04/2025,
44,Rhode Island,All_Suicide,TTM,103,9.4,04/04/2025,"December, 2023 to November, 2024"
44,Rhode Island,Drug_OD,2019,284,26.8,04/04/2025,
44,Rhode Island,Drug_OD,2020,383,34.9,04/04/2025,
44,Rhode Island,Drug_OD,2021,437,39.8,04/04/2025,
44,Rhode Island,Drug_OD,2022,397,36.3,04/04/2025,
44,Rhode Island,Drug_OD,2023,393,35.9,04/04/2025,
44,Rhode Island,Drug_OD,TTM,358,32.7,04/04/2025,"October, 2023 to September, 2024"
44,Rhode Island,FA_Deaths,2019,48,4.5,04/04/2025,
44,Rhode Island,FA_Deaths,2020,54,4.9,04/04/2025,
44,Rhode Island,FA_Deaths,2021,64,5.8,04/04/2025,
44,Rhode Island,FA_Deaths,2022,37,3.4,04/04/2025,
44,Rhode Island,FA_Deaths,2023,58,5.3,04/04/2025,
46,South Dakota,All_Homicide,2021,45,5,04/04/2025,
44,Rhode Island,FA_Deaths,TTM,56,5.1,04/04/2025,"December, 2023 to November, 2024"
44,Rhode Island,FA_Homicide,2019,12,1.1,04/04/2025,
44,Rhode Island,FA_Homicide,2020,22,2,04/04/2025,
44,Rhode Island,FA_Homicide,2021,27,2.5,04/04/2025,
44,Rhode Island,FA_Homicide,2022,14,1.3,04/04/2025,
44,Rhode Island,FA_Homicide,2023,18,1.6,04/04/2025,
44,Rhode Island,FA_Homicide,TTM,13,1.2,04/04/2025,"December, 2023 to November, 2024"
44,Rhode Island,FA_Suicide,2019,33,3.1,04/04/2025,
44,Rhode Island,FA_Suicide,2020,30,2.7,04/04/2025,
44,Rhode Island,FA_Suicide,2021,36,3.3,04/04/2025,
44,Rhode Island,FA_Suicide,2022,23,2.1,04/04/2025,
44,Rhode Island,FA_Suicide,2023,38,3.5,04/04/2025,
44,Rhode Island,FA_Suicide,TTM,42,3.8,04/04/2025,"December, 2023 to November, 2024"
45,South Carolina,All_Homicide,2019,527,10.2,04/04/2025,
45,South Carolina,All_Homicide,2020,622,12.1,04/04/2025,
45,South Carolina,All_Homicide,2021,656,12.6,04/04/2025,
45,South Carolina,All_Homicide,2022,595,11.3,04/04/2025,
45,South Carolina,All_Homicide,2023,565,10.5,04/04/2025,
45,South Carolina,All_Homicide,TTM,500,9.300000000000001,04/04/2025,"December, 2023 to November, 2024"
45,South Carolina,All_Suicide,2019,852,16.5,04/04/2025,
45,South Carolina,All_Suicide,2020,868,16.9,04/04/2025,
45,South Carolina,All_Suicide,2021,802,15.4,04/04/2025,
45,South Carolina,All_Suicide,2022,853,16.1,04/04/2025,
45,South Carolina,All_Suicide,2023,818,15.2,04/04/2025,
45,South Carolina,All_Suicide,TTM,888,16.5,04/04/2025,"December, 2023 to November, 2024"
45,South Carolina,Drug_OD,2019,1063,20.6,04/04/2025,
45,South Carolina,Drug_OD,2020,1672,32.6,04/04/2025,
45,South Carolina,Drug_OD,2021,2064,39.7,04/04/2025,
45,South Carolina,Drug_OD,2022,2195,41.5,04/04/2025,
45,South Carolina,Drug_OD,2023,2094,39,04/04/2025,
45,South Carolina,Drug_OD,TTM,1562,29.1,04/04/2025,"October, 2023 to September, 2024"
45,South Carolina,FA_Deaths,2019,1012,19.7,04/04/2025,
45,South Carolina,FA_Deaths,2020,1131,22,04/04/2025,
45,South Carolina,FA_Deaths,2021,1136,21.9,04/04/2025,
45,South Carolina,FA_Deaths,2022,1105,20.9,04/04/2025,
45,South Carolina,FA_Deaths,2023,1019,19,04/04/2025,
45,South Carolina,FA_Deaths,TTM,1052,19.6,04/04/2025,"December, 2023 to November, 2024"
45,South Carolina,FA_Homicide,2019,453,8.800000000000001,04/04/2025,
45,South Carolina,FA_Homicide,2020,528,10.3,04/04/2025,
45,South Carolina,FA_Homicide,2021,558,10.7,04/04/2025,
45,South Carolina,FA_Homicide,2022,494,9.4,04/04/2025,
45,South Carolina,FA_Homicide,2023,453,8.4,04/04/2025,
45,South Carolina,FA_Homicide,TTM,419,7.8,04/04/2025,"December, 2023 to November, 2024"
45,South Carolina,FA_Suicide,2019,532,10.3,04/04/2025,
45,South Carolina,FA_Suicide,2020,565,11,04/04/2025,
45,South Carolina,FA_Suicide,2021,546,10.5,04/04/2025,
45,South Carolina,FA_Suicide,2022,570,10.8,04/04/2025,
45,South Carolina,FA_Suicide,2023,533,9.9,04/04/2025,
45,South Carolina,FA_Suicide,TTM,597,11.1,04/04/2025,"December, 2023 to November, 2024"
46,South Dakota,All_Homicide,2019,29,3.3,04/04/2025,
46,South Dakota,All_Homicide,2020,52,5.9,04/04/2025,
46,South Dakota,All_Homicide,2022,56,6.2,04/04/2025,
46,South Dakota,All_Homicide,2023,38,4.1,04/04/2025,
46,South Dakota,All_Homicide,TTM,48,5.2,04/04/2025,"December, 2023 to November, 2024"
46,South Dakota,All_Suicide,2019,182,20.6,04/04/2025,
46,South Dakota,All_Suicide,2020,186,20.9,04/04/2025,
46,South Dakota,All_Suicide,2021,203,22.6,04/04/2025,
46,South Dakota,All_Suicide,2022,192,21.1,04/04/2025,
46,South Dakota,All_Suicide,2023,181,19.7,04/04/2025,
46,South Dakota,All_Suicide,TTM,190,20.7,04/04/2025,"December, 2023 to November, 2024"
46,South Dakota,Drug_OD,2019,76,8.6,04/04/2025,
46,South Dakota,Drug_OD,2020,72,8.1,04/04/2025,
46,South Dakota,Drug_OD,2021,88,9.800000000000001,04/04/2025,
46,South Dakota,Drug_OD,2022,86,9.5,04/04/2025,
46,South Dakota,Drug_OD,2023,75,8.199999999999999,04/04/2025,
46,South Dakota,Drug_OD,TTM,78,8.5,04/04/2025,"October, 2023 to September, 2024"
46,South Dakota,FA_Deaths,2019,113,12.8,04/04/2025,
46,South Dakota,FA_Deaths,2020,120,13.5,04/04/2025,
46,South Dakota,FA_Deaths,2021,128,14.3,04/04/2025,
46,South Dakota,FA_Deaths,2022,141,15.5,04/04/2025,
46,South Dakota,FA_Deaths,2023,112,12.2,04/04/2025,
46,South Dakota,FA_Deaths,TTM,150,16.3,04/04/2025,"December, 2023 to November, 2024"
46,South Dakota,FA_Homicide,2019,11,1.2,04/04/2025,
46,South Dakota,FA_Homicide,2020,26,2.9,04/04/2025,
46,South Dakota,FA_Homicide,2021,25,2.8,04/04/2025,
46,South Dakota,FA_Homicide,2022,27,3,04/04/2025,
46,South Dakota,FA_Homicide,2023,11,1.2,04/04/2025,
46,South Dakota,FA_Homicide,TTM,25,2.7,04/04/2025,"December, 2023 to November, 2024"
46,South Dakota,FA_Suicide,2019,98,11.1,04/04/2025,
46,South Dakota,FA_Suicide,2020,88,9.9,04/04/2025,
46,South Dakota,FA_Suicide,2021,98,10.9,04/04/2025,
46,South Dakota,FA_Suicide,2022,99,10.9,04/04/2025,
46,South Dakota,FA_Suicide,2023,89,9.699999999999999,04/04/2025,
46,South Dakota,FA_Suicide,TTM,110,12,04/04/2025,"December, 2023 to November, 2024"
47,Tennessee,All_Homicide,2019,596,8.699999999999999,04/04/2025,
47,Tennessee,All_Homicide,2020,753,10.9,04/04/2025,
47,Tennessee,All_Homicide,2021,810,11.6,04/04/2025,
47,Tennessee,All_Homicide,2022,738,10.5,04/04/2025,
47,Tennessee,All_Homicide,2023,777,10.9,04/04/2025,
47,Tennessee,All_Homicide,TTM,705,9.9,04/04/2025,"December, 2023 to November, 2024"
47,Tennessee,All_Suicide,2019,1219,17.8,04/04/2025,
47,Tennessee,All_Suicide,2020,1220,17.6,04/04/2025,
47,Tennessee,All_Suicide,2021,1222,17.5,04/04/2025,
47,Tennessee,All_Suicide,2022,1245,17.7,04/04/2025,
47,Tennessee,All_Suicide,2023,1279,17.9,04/04/2025,
47,Tennessee,All_Suicide,TTM,1176,16.5,04/04/2025,"December, 2023 to November, 2024"
47,Tennessee,Drug_OD,2019,1998,29.3,04/04/2025,
47,Tennessee,Drug_OD,2020,2942,42.5,04/04/2025,
47,Tennessee,Drug_OD,2021,3726,53.5,04/04/2025,
47,Tennessee,Drug_OD,2022,3730,52.9,04/04/2025,
47,Tennessee,Drug_OD,2023,3528,49.5,04/04/2025,
47,Tennessee,Drug_OD,TTM,2670,37.5,04/04/2025,"October, 2023 to September, 2024"
47,Tennessee,FA_Deaths,2019,1270,18.6,04/04/2025,
47,Tennessee,FA_Deaths,2020,1473,21.3,04/04/2025,
47,Tennessee,FA_Deaths,2021,1569,22.5,04/04/2025,
47,Tennessee,FA_Deaths,2022,1480,21,04/04/2025,
47,Tennessee,FA_Deaths,2023,1587,22.3,04/04/2025,
47,Tennessee,FA_Deaths,TTM,1433,20.1,04/04/2025,"December, 2023 to November, 2024"
47,Tennessee,FA_Homicide,2019,474,6.9,04/04/2025,
47,Tennessee,FA_Homicide,2020,652,9.4,04/04/2025,
47,Tennessee,FA_Homicide,2021,714,10.3,04/04/2025,
47,Tennessee,FA_Homicide,2022,609,8.6,04/04/2025,
47,Tennessee,FA_Homicide,2023,667,9.4,04/04/2025,
47,Tennessee,FA_Homicide,TTM,597,8.4,04/04/2025,"December, 2023 to November, 2024"
47,Tennessee,FA_Suicide,2019,746,10.9,04/04/2025,
47,Tennessee,FA_Suicide,2020,767,11.1,04/04/2025,
47,Tennessee,FA_Suicide,2021,814,11.7,04/04/2025,
47,Tennessee,FA_Suicide,2022,833,11.8,04/04/2025,
47,Tennessee,FA_Suicide,2023,878,12.3,04/04/2025,
47,Tennessee,FA_Suicide,TTM,788,11.1,04/04/2025,"December, 2023 to November, 2024"
48,Texas,All_Homicide,2019,1694,5.8,04/04/2025,
48,Texas,All_Homicide,2020,2212,7.6,04/04/2025,
48,Texas,All_Homicide,2021,2391,8.1,04/04/2025,
48,Texas,All_Homicide,2022,2281,7.6,04/04/2025,
48,Texas,All_Homicide,2023,2159,7.1,04/04/2025,
48,Texas,All_Homicide,TTM,1874,6.1,04/04/2025,"December, 2023 to November, 2024"
48,Texas,All_Suicide,2019,3891,13.4,04/04/2025,
48,Texas,All_Suicide,2020,3924,13.4,04/04/2025,
48,Texas,All_Suicide,2021,4193,14.2,04/04/2025,
48,Texas,All_Suicide,2022,4368,14.5,04/04/2025,
48,Texas,All_Suicide,2023,4382,14.4,04/04/2025,
48,Texas,All_Suicide,TTM,4498,14.7,04/04/2025,"December, 2023 to November, 2024"
48,Texas,Drug_OD,2019,2842,9.800000000000001,04/04/2025,
48,Texas,Drug_OD,2020,3863,13.2,04/04/2025,
48,Texas,Drug_OD,2021,4688,15.9,04/04/2025,
48,Texas,Drug_OD,2022,5175,17.2,04/04/2025,
48,Texas,Drug_OD,2023,5368,17.6,04/04/2025,
48,Texas,Drug_OD,TTM,4775,15.7,04/04/2025,"October, 2023 to September, 2024"
48,Texas,FA_Deaths,2019,3683,12.7,04/04/2025,
48,Texas,FA_Deaths,2020,4164,14.2,04/04/2025,
48,Texas,FA_Deaths,2022,4630,15.4,04/04/2025,
48,Texas,FA_Deaths,2023,4561,15,04/04/2025,
48,Texas,FA_Deaths,TTM,4433,14.5,04/04/2025,"December, 2023 to November, 2024"
48,Texas,FA_Homicide,2019,1299,4.5,04/04/2025,
48,Texas,FA_Homicide,2020,1734,5.9,04/04/2025,
48,Texas,FA_Homicide,2021,1942,6.6,04/04/2025,
48,Texas,FA_Homicide,2022,1826,6.1,04/04/2025,
48,Texas,FA_Homicide,2023,1706,5.6,04/04/2025,
48,Texas,FA_Homicide,TTM,1484,4.9,04/04/2025,"December, 2023 to November, 2024"
48,Texas,FA_Suicide,2019,2237,7.7,04/04/2025,
48,Texas,FA_Suicide,2020,2287,7.8,04/04/2025,
48,Texas,FA_Suicide,2021,2528,8.6,04/04/2025,
48,Texas,FA_Suicide,2022,2644,8.800000000000001,04/04/2025,
48,Texas,FA_Suicide,2023,2697,8.800000000000001,04/04/2025,
48,Texas,FA_Suicide,TTM,2787,9.1,04/04/2025,"December, 2023 to November, 2024"
49,Utah,All_Homicide,2019,82,2.6,04/04/2025,
49,Utah,All_Homicide,2020,95,2.9,04/04/2025,
49,Utah,All_Homicide,2021,91,2.7,04/04/2025,
49,Utah,All_Homicide,2022,72,2.1,04/04/2025,
49,Utah,All_Homicide,2023,76,2.2,04/04/2025,
49,Utah,All_Homicide,TTM,82,2.4,04/04/2025,"December, 2023 to November, 2024"
49,Utah,All_Suicide,2019,654,20.4,04/04/2025,
49,Utah,All_Suicide,2020,651,19.8,04/04/2025,
49,Utah,All_Suicide,2021,643,19.3,04/04/2025,
49,Utah,All_Suicide,2022,718,21.2,04/04/2025,
49,Utah,All_Suicide,2023,706,20.7,04/04/2025,
49,Utah,All_Suicide,TTM,662,19.4,04/04/2025,"December, 2023 to November, 2024"
49,Utah,Drug_OD,2019,496,15.5,04/04/2025,
49,Utah,Drug_OD,2020,536,16.3,04/04/2025,
49,Utah,Drug_OD,2021,587,17.6,04/04/2025,
49,Utah,Drug_OD,2022,535,15.8,04/04/2025,
49,Utah,Drug_OD,2023,608,17.8,04/04/2025,
49,Utah,Drug_OD,TTM,614,18,04/04/2025,"October, 2023 to September, 2024"
49,Utah,FA_Deaths,2019,394,12.3,04/04/2025,
49,Utah,FA_Deaths,2020,429,13.1,04/04/2025,
49,Utah,FA_Deaths,2021,450,13.5,04/04/2025,
49,Utah,FA_Deaths,2022,446,13.2,04/04/2025,
49,Utah,FA_Deaths,2023,489,14.3,04/04/2025,
49,Utah,FA_Deaths,TTM,454,13.3,04/04/2025,"December, 2023 to November, 2024"
49,Utah,FA_Homicide,2019,51,1.6,04/04/2025,
49,Utah,FA_Homicide,2020,75,2.3,04/04/2025,
